Unnamed: 0,Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber,atom_type,element,chemical_environment,functional_group,hybridization,example_molecule_smiles,group_smarts,atom_specific_smarts,description,uncertainty,smarts_type,matched_mol2_indices
12,773,0.15,"""Ammonium RCH2-NHR2+""",12.011,oplsaa2008.lt,C,6,773,C,Methylene carbon directly bonded to a protonated ammonium nitrogen (–CH2–N+Hn–),alpha carbon to ammonium (methylene),sp3,CC[NH3+],[CH2]-[N+;X4],[CH2]-[N+;X4],"Methylene carbon alpha to a positively charged ammonium nitrogen [N+;X4] (e.g., ethylammonium CH2).",15,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
3,857,-0.04,"""B3-Peptide CA Main/N-Ter""",12.011,oplsaa2008.lt,C,6,857,C,peptide backbone alpha carbon at the N-terminus,peptide backbone CA (N-terminus),sp3,NCC(=O)N,"[C;X4;$([C]-[N;X3;!$([N]-[#6](=O))]),$([C]-[C](=O)-[NX3])]","[C:1;X4;$([C]-[N;X3;!$([N]-[#6](=O))]),$([C]-[C](=O)-[NX3])]",Alpha carbon of the N-terminal residue: attached to a terminal amine/amonium N (not acylated) and to a carbonyl carbon connected to an amide N toward the C-terminus.,medium,group_smarts,"[(16,), (20,), (21,)]"
9,863,0.11,"""B3-Peptide CB GLY N-Ter""",12.011,oplsaa2008.lt,C,6,863,C,glycine alpha carbon at the N-terminus (OPLS label CB for Gly),"peptide backbone CA (glycine, N-terminus)",sp3,NCC(=O)N,"[CH2;X4;$([CH2]-[N;X3;!$([N]-[#6](=O))]),$([CH2]-[C](=O)-[NX3])]","[CH2:1;X4;$([CH2]-[N;X3;!$([N]-[#6](=O))]),$([CH2]-[C](=O)-[NX3])]",Glycine’s methylene alpha carbon at an N-terminus; OPLS uses a CB label for Gly although it has no true side chain.,high,group_smarts,"[(16,), (20,), (21,)]"
17,889,0.05,"""Ammonium RCH2-NR3+""",12.011,oplsaa2008.lt,C,6,889,C,primary methylene carbon alpha to a quaternary ammonium nitrogen,quaternary ammonium alpha-carbon (RCH2–NR3+),sp3,CC[N+](C)(C)C,[CH2]-[N+X4],[CH2:1]-[N+X4](-[#6])(-[#6])-[#6],A primary aliphatic CH2 directly bonded to an NR4+ center.,low,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
10,6,0.0,C  - C~   |,12.011,oplsaa2024.lt,C,6,6,C,Generic carbon placeholder (unspecified bonding in source entry),unspecified,unspecified,C,[#6],[#6:1],Ambiguous generic carbon type from source; no clear local environment provided.,80,group_smarts,"[(1,), (2,), (5,), (7,), (8,), (9,), (10,), (11,), (16,), (20,), (21,), (22,), (30,), (31,), (34,), (37,)]"
4,774,0.21,"C  - CT   | "" C in CH2",12.011,oplsaa2024.lt,C,6,774,C,aliphatic methylene carbon in saturated chain,alkane (CH2),sp3,CCC,[CH2],[CH2],"Generic saturated CH2 carbon (two hydrogens, two single-bonded neighbors).",10,group_smarts,"[(1,), (16,), (20,), (21,), (22,), (30,), (31,), (34,)]"
18,907,0.08,"C  - CT   | CH2(N) secondary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6,907,C,methylene carbon directly bonded to a secondary amine nitrogen,alpha to secondary amine (R–CH2–NH–R),sp3,CCNCC,[CH2]-[NH],[CH2]-[NH],CH2 carbon alpha to a neutral secondary amine nitrogen.,10,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
19,908,0.09,"C  - CT   | CH2(N) tertiary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6,908,C,methylene carbon directly bonded to a tertiary amine nitrogen,alpha to tertiary amine (R–CH2–NR2),sp3,CCN(CC)CC,[CH2]-[N;H0],[CH2]-[N;H0],CH2 carbon alpha to a neutral tertiary amine nitrogen (no N–H).,10,group_smarts,"[(16, 17), (20, 17), (21, 17)]"
16,1120,-0.05,C  - CT   | C in CH3NR3+ July 2005,12.011,oplsaa2024.lt,C,6,1120,C,Methyl carbon alpha to a quaternary ammonium nitrogen (NR4+).,quaternary ammonium alpha carbon (CH3–N+R3),sp3,C[N+](C)(C)C,[CX4]-[NX4+],[CH3X4:1]-[NX4+],"Methyl attached directly to NR4+ (e.g., tetramethylammonium substituent).",12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
17,1121,0.05,C  - CT   | C in RCH2NR3+ WLJ,12.011,oplsaa2024.lt,C,6,1121,C,Methylene carbon alpha to a quaternary ammonium nitrogen (R–CH2–N+R3).,quaternary ammonium alpha carbon (R–CH2–N+R3),sp3,CC[N+](C)(C)C,[CX4]-[NX4+],[CH2X4:1]-[NX4+],CH2 directly bonded to NR4+.,12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
18,1122,0.15,C  - CT   | C in R2CHNR3+ ammonium,12.011,oplsaa2024.lt,C,6,1122,C,Methine carbon alpha to a quaternary ammonium nitrogen (R2–CH–N+R3).,quaternary ammonium alpha carbon (R2CH–N+R3),sp3,CC([N+](C)(C)C)C,[CX4]-[NX4+],[CHX4:1]-[NX4+],Secondary carbon (one H) bonded directly to NR4+.,12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
19,1123,0.25,C  - CT   | C in R3CNR3+,12.011,oplsaa2024.lt,C,6,1123,C,Quaternary carbon (no hydrogens) alpha to a quaternary ammonium nitrogen (R3C–N+R3).,quaternary ammonium alpha carbon (R3C–N+R3),sp3,C(C)(C)([N+](C)(C)C)C,[CX4]-[NX4+],[CX4H0:1]-[NX4+],Tertiary carbon center (no hydrogens) directly bonded to NR4+.,12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
