Unnamed: 0,Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber,atom_type,element,chemical_environment,functional_group,hybridization,example_molecule_smiles,group_smarts,atom_specific_smarts,description,uncertainty,smarts_type,matched_mol2_indices
13,68,0.0,C  - C3   | CH3 (C2) N-ALKANES,12.011,oplsaa.lt,C,6,68,C,terminal methyl carbon (sp3) in n-alkanes; attached to a methylene,alkane,sp3,CCC,[CH3X4]-[CX4],[CH3X4]-[CH2X4],CH3 (C2) of n-alkanes; methyl attached to a CH2 group (chain length ≥3).,10,group_smarts,"[(37, 34)]"
14,69,0.0,C  - C3   | CH3 (C3) ISOBUTANE,12.011,oplsaa.lt,C,6,69,C,methyl carbon (sp3) attached to a tertiary carbon (isobutane-type),alkane,sp3,CC(C)C,[CH3X4]-[CX4],[CH3X4]-[CHX4],CH3 (C3) of isobutane; methyl bound to a tertiary CH center.,10,group_smarts,"[(37, 34)]"
15,70,0.0,C  - C3   | CH3 (C4) NEOPENTANE,12.011,oplsaa.lt,C,6,70,C,methyl carbon (sp3) attached to a quaternary carbon (neopentane-type),alkane,sp3,CC(C)(C)C,[CH3X4]-[CX4],[CH3X4]-[CX4H0],CH3 (C4) of neopentane; methyl bound to a quaternary carbon.,10,group_smarts,"[(37, 34)]"
16,71,0.0,C  - C2   | CH2 (SP3) ALKANES,12.011,oplsaa.lt,C,6,71,C,methylene carbon (sp3) in alkanes; two carbon neighbors and two hydrogens,alkane,sp3,CCC,[CH2X4]-[CX4],[CH2X4](-[CX4])[CX4],"CH2 (sp3) in alkanes, bonded to two sp3 carbons (internal methylene).",10,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
17,72,0.0,C  - C9   | CH2 (SP2) 1-ALKENES,12.011,oplsaa.lt,C,6,72,C,vinylic methylene carbon (sp2) of a terminal 1-alkene (the =CH2 end),alkene (terminal),sp2,C=CC,[CH2X3]=[CX3],[CH2X3]=[CX3],CH2 (sp2) at the terminal end of a 1-alkene double bond.,10,group_smarts,"[(1, 2)]"
19,74,0.0,C  - C8   | CH (SP2) 2-ALKENES,12.011,oplsaa.lt,C,6,74,C,vinylic CH carbon (sp2) in internal (2-) alkenes,alkene (internal),sp2,CC=CC,[CHX3]=[CX3],[CHX3]=[CHX3],CH (sp2) on a disubstituted C=C bond where each vinylic carbon bears one hydrogen (2-alkenes).,10,group_smarts,"[(2, 1)]"
0,75,0.0,C  - CD   | CH (AROM) BENZENOID united atom,12.011,oplsaa.lt,C,6,75,C,Aromatic benzenoid carbon bearing one hydrogen (benzene CH position),arene (benzenoid),sp2,c1ccccc1,[cH;r6],[cH;r6],"Benzenoid aromatic CH carbon (united-atom in OPLS, here represented all-atom); any sp2 aromatic carbon in a 6-membered benzene ring with one attached hydrogen.",10,group_smarts,"[(7,), (8,), (10,), (11,)]"
19,747,-0.02,C  - CT   | CH3 in neutral MeGDN,12.011,oplsaa.lt,C,6,747,C,sp3 methyl carbon in neutral MeGDN (general aliphatic CH3 attached to sp3 carbon),alkyl (methyl in nitrate-containing environment),sp3,CCO,[CH3X4]-[#6X4],[CH3X4]-[#6X4],Aliphatic methyl carbon (sp3) as used for the CH3 in neutral MeGDN; treated here as a generic methyl bound to an sp3 carbon due to limited structural context.,70,group_smarts,"[(37, 34)]"
9,908,0.09,"C  - CT   | CH2(N) tertiary aliphatic amines, H(C) type 911",12.011,oplsaa.lt,C,6,908,C,Methylene carbon directly attached to a tertiary aliphatic amine nitrogen (no N–H),alpha-carbon to tertiary amine (methylene),sp3,CCN(CC)CC,[CH2]-[NX3;H0;!a],[CH2]-[NX3H0;!a],"The CH2 carbon alpha to a tertiary aliphatic amine (e.g., triethylamine).",5,group_smarts,"[(16, 17), (20, 17), (21, 17)]"
12,942,0.09,C  - CT   | C in CH3NHR2+,12.011,oplsaa.lt,C,6,942,C,methyl carbon alpha to a protonated amine (CH3–NHR2+),alpha-carbon to ammonium (methyl),sp3,C[NH+](C)C,[#6X4]-[NH+;X4;H1],[CH3]-[NH+;X4;H1],"Methyl carbon directly bonded to a protonated amine nitrogen (ammonium with one N–H). Neighbor: N+(sp3,H).",20,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
3,135,-0.18,C  - CT   | CH3 all-atom C: alkanes,12.011,oplsaa.lt,C,6,135,C,Primary alkyl methyl carbon in alkanes,alkane,sp3,CCC,[CH3]-[#6X4],[CH3]-[#6X4],Terminal methyl carbon attached to another sp3 carbon in a saturated hydrocarbon. Nearest neighbor: sp3 C.,5,group_smarts,"[(37, 34)]"
4,136,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa.lt,C,6,136,C,Secondary alkyl methylene carbon in alkanes,alkane,sp3,CCC,[CH2](-[#6X4])-[#6X4],[CH2](-[#6X4])-[#6X4],Methylene carbon bonded to two sp3 carbons in a saturated hydrocarbon chain. Nearest neighbors: two sp3 C atoms.,5,group_smarts,"[(31, 30, 34), (34, 31, 37)]"
9,142,-0.115,C  - CM   | alkene C (RH-C=) all atom,12.011,oplsaa.lt,C,6,142,C,"Monosubstituted alkene carbon (RH–C=), vinylic CH",alkene,sp2,C=CC,[CHX3]([#6])=[#6X3],[CHX3]([#6])=[C;X3],"Vinylic sp2 carbon in an alkene with one hydrogen and one carbon substituent. Nearest neighbors: one H, one C (single-bond), one vinylic C (double-bond).",10,group_smarts,"[(2, 5, 1)]"
10,143,-0.23,C  - CM   | alkene C (H2-C=) all atom,12.011,oplsaa.lt,C,6,143,C,"Terminal alkene carbon (H2C=), vinylic CH2",alkene,sp2,C=C,[CH2X3]=[#6X3],[CH2X3]=[C;X3],Vinylic sp2 methylene carbon at the terminal position of an alkene. Nearest neighbors: two H and one vinylic C (double-bond).,10,group_smarts,"[(1, 2)]"
11,145,-0.115,C  - CA   | Benzene C - 12 site OPLS/2020,12.011,oplsaa.lt,C,6,145,C,Aromatic carbon in benzene ring,benzene (aromatic),aromatic sp2,c1ccccc1,c1ccccc1,[c;r6],An sp2 aromatic carbon belonging to a six-membered benzene ring. Nearest neighbors: two aromatic carbons.,10,group_smarts,"[(5, 7, 8, 9, 11, 10)]"
1,989,0.145,C  - CT   | C in CH2NR2 - benzyl amines; C(CH2NH2) is,12.011,oplsaa.lt,C,6,989,C,Benzylic methylene attached to an amine nitrogen (benzyl amines: Ar-CH2-NR2).,benzyl amine benzylic carbon,sp3 (tetrahedral),c1ccccc1CN(C)C,[CH2]-[N;X3]-[!#1],[CH2:1](-[N;X3])-[c;r6],The CH2 between an aromatic ring and an amine N (primary/secondary/tertiary amines). Nearest neighbors: aromatic sp2 C and amine N(sp3).,25,group_smarts,"[(16, 17, 21), (16, 17, 20), (20, 17, 21)]"
6,1120,-0.05,C  - CT   | C in CH3NR3+ July 2005,12.011,oplsaa.lt,C,6,1120,C,sp3 methyl carbon directly bonded to quaternary ammonium nitrogen (CH3–N+R3),quaternary ammonium alpha carbon,sp3,C[N+](C)(C)C,[#6X4]-[N+X4],[CH3]-[N+X4],"Methyl carbon alpha to a tetravalent, positively charged nitrogen (NR4+).",10,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
7,1121,0.05,C  - CT   | C in RCH2NR3+ WLJ,12.011,oplsaa.lt,C,6,1121,C,sp3 methylene carbon alpha to quaternary ammonium nitrogen (R–CH2–N+R3),quaternary ammonium alpha carbon,sp3,CC[N+](C)(C)C,[#6X4]-[N+X4],[CH2]-[N+X4],Methylene carbon directly attached to a tetravalent ammonium center.,10,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
8,1122,0.15,C  - CT   | C in R2CHNR3+ ammonium,12.011,oplsaa.lt,C,6,1122,C,sp3 methine carbon alpha to quaternary ammonium nitrogen (R2–CH–N+R3),quaternary ammonium alpha carbon,sp3,CC(C)[N+](C)(C)C,[#6X4]-[N+X4],[CH]-[N+X4],Tertiary carbon (one H) directly attached to a quaternary ammonium nitrogen.,12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
9,1123,0.25,C  - CT   | C in R3CNR3+,12.011,oplsaa.lt,C,6,1123,C,sp3 quaternary carbon alpha to quaternary ammonium nitrogen (R3–C–N+R3),quaternary ammonium alpha carbon,sp3,C(C)(C)(C)[N+](C)(C)C,[#6X4]-[N+X4],[C;H0]-[N+X4],Fully substituted (no H) carbon directly attached to a tetravalent ammonium nitrogen.,15,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
11,80,-0.18,"""Alkane CH3-""",12.011,oplsaa2008.lt,C,6,80,C,Alkane terminal methyl carbon (CH3) attached to another carbon.,alkane (methyl),sp3,CC,[CH3X4]-[#6X4],[CH3X4]-[#6X4],Methyl carbon bonded to one carbon and three hydrogens. Nearest neighbors: one sp3 carbon and three hydrogens.,5,group_smarts,"[(37, 34)]"
12,81,-0.12,"""Alkane -CH2-""",12.011,oplsaa2008.lt,C,6,81,C,Alkane internal methylene carbon (–CH2–) bonded to two carbons.,alkane (methylene),sp3,CCC,[CH2X4](-[#6X4])-[#6X4],[CH2X4](-[#6X4])-[#6X4],Methylene carbon with two carbon neighbors and two hydrogens. Nearest neighbors: two sp3 carbons.,5,group_smarts,"[(31, 30, 34), (34, 31, 37)]"
17,87,-0.115,"""Alkene RH-C=""",12.011,oplsaa2008.lt,C,6,87,C,Alkene sp2 carbon (RH–C=) with one vinylic hydrogen and one carbon substituent.,alkene (monosubstituted vinylic CH),sp2,CC=CH2,[CHX3](-[#6])=[#6X3],[CHX3](-[#6])=[#6X3],"Vinylic CH in a C=C bond with one carbon substituent. Nearest neighbors: one sp2 carbon (alkene partner), one carbon substituent, and one hydrogen.",8,group_smarts,"[(2, 5, 1)]"
18,88,-0.23,"""Alkene H2-C=""",12.011,oplsaa2008.lt,C,6,88,C,Terminal alkene sp2 carbon (H2C=) bearing two vinylic hydrogens.,alkene (terminal vinylic CH2),sp2,C=CH2,[CH2X3]=[#6X3],[CH2X3]=[#6X3],Terminal vinylic carbon with two hydrogens and a double bond to another carbon. Nearest neighbors: one sp2 carbon and two hydrogens.,8,group_smarts,"[(1, 2)]"
19,90,-0.115,"""Aromatic C""",12.011,oplsaa2008.lt,C,6,90,C,"Aromatic carbon in a six-membered ring (e.g., benzene-like).",aromatic ring carbon,sp2,c1ccccc1,[cX3;r6],[cX3;r6],Planar sp2 carbon as part of a six-membered aromatic ring system. Nearest neighbors: two aromatic atoms (typically carbons).,10,group_smarts,"[(5,), (7,), (8,), (9,), (10,), (11,)]"
2,94,-0.005,"""Ethyl Benzene -CH2-""",12.011,oplsaa2008.lt,C,6,94,C,Benzylic methylene carbon in ethylbenzene (-CH2-Ph),benzylic (aryl-alkyl),sp3,CCc1ccccc1,[CH2]-[c],[CH2](-[C;X4])-[c],The methylene carbon directly bonded to an aromatic ring and to one additional carbon (primary benzylic CH2).,10,group_smarts,"[(16, 9)]"
0,165,0.0,C  - CA   | Cipso in styrene,12.011,oplsaa.lt,C,6,165,C,Aromatic ipso carbon of styrene (phenyl carbon bonded to the vinyl substituent),styrene (aryl–vinyl),sp2 (aromatic),c1ccccc1C=C,[c;r6]-[C;X3]=[C;X3],[cH0:1;r6](-[C;X3]=[C;X3]),Ring carbon directly bonded to a vinylic sp2 carbon (CH=CH2) and two adjacent aromatic carbons; no attached hydrogen.,10,group_smarts,"[(5, 2, 1)]"
0,635,0.342,"""2-Phenyl Pyridine C4""",12.011,oplsaa2008.lt,C,6,635,C,"Aromatic carbon in the pyridine ring of 2-phenylpyridine at the C4 position (para to the ring N), not bearing a substituent",heteroaromatic (pyridine) within a biaryl (2-phenylpyridine),sp2 (aromatic),n1c(cccc1)c2ccccc2,"[$([c;r6]1ccc[cH]c1),$([c;r6]1ccncc1)]",n1ccc[cH:1]c1,C4 in 2-phenylpyridine: the pyridine-ring carbon para to the ring nitrogen; bonded to two aromatic carbons within the same pyridine ring.,55,group_smarts,"[(5,), (7,), (8,), (9,), (10,), (11,)]"
6,735,0.03,"""Amine CH3-NR2""",12.011,oplsaa2008.lt,C,6,735,C,"Methyl carbon attached to a tertiary aliphatic amine nitrogen (NR2, no N–H)",aliphatic tertiary amine (alpha-carbon),sp3,CN(C)C,[CX4]-[N;X3;H0;!$(N-C(=O))],[CH3;X4]-[N;X3;H0;!$(N-C(=O))],Methyl alpha-carbon of a tertiary amine (non-amide),10,group_smarts,"[(16, 17), (20, 17), (21, 17)]"
9,738,0.09,"""Amine RCH2-NR2""",12.011,oplsaa2008.lt,C,6,738,C,"Methylene carbon attached to a tertiary aliphatic amine nitrogen (NR2, no N–H)",aliphatic tertiary amine (alpha-carbon),sp3,CCN(C)C,[CH2;X4]-[N;X3;H0;!$(N-C(=O))],[CH2;X4]-[N;X3;H0;!$(N-C(=O))],CH2 alpha-carbon next to a tertiary amine (non-amide),10,group_smarts,"[(16, 17), (20, 17), (21, 17)]"
12,773,0.15,"""Ammonium RCH2-NHR2+""",12.011,oplsaa2008.lt,C,6,773,C,Methylene carbon directly bonded to a protonated ammonium nitrogen (–CH2–N+Hn–),alpha carbon to ammonium (methylene),sp3,CC[NH3+],[CH2]-[N+;X4],[CH2]-[N+;X4],"Methylene carbon alpha to a positively charged ammonium nitrogen [N+;X4] (e.g., ethylammonium CH2).",15,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
0,819,0.145,"""Benzyl Amine -CH2NR2""",12.011,oplsaa2008.lt,C,6,819,C,benzylic CH2 attached to a tertiary amine nitrogen (Ph-CH2-NR2),benzyl amine alpha carbon,sp3,CN(C)Cc1ccccc1,[cX3]-[CH2]-[N;X3;!$([NX3](=O))],[C:1;H2;X4](-[N;X3;!$([NX3](=O))])-[cX3],The benzylic methylene carbon directly bonded to an amine N and an aromatic carbon.,20,group_smarts,"[(9, 16, 17)]"
3,857,-0.04,"""B3-Peptide CA Main/N-Ter""",12.011,oplsaa2008.lt,C,6,857,C,peptide backbone alpha carbon at the N-terminus,peptide backbone CA (N-terminus),sp3,NCC(=O)N,"[C;X4;$([C]-[N;X3;!$([N]-[#6](=O))]),$([C]-[C](=O)-[NX3])]","[C:1;X4;$([C]-[N;X3;!$([N]-[#6](=O))]),$([C]-[C](=O)-[NX3])]",Alpha carbon of the N-terminal residue: attached to a terminal amine/amonium N (not acylated) and to a carbonyl carbon connected to an amide N toward the C-terminus.,medium,group_smarts,"[(16,), (20,), (21,)]"
9,863,0.11,"""B3-Peptide CB GLY N-Ter""",12.011,oplsaa2008.lt,C,6,863,C,glycine alpha carbon at the N-terminus (OPLS label CB for Gly),"peptide backbone CA (glycine, N-terminus)",sp3,NCC(=O)N,"[CH2;X4;$([CH2]-[N;X3;!$([N]-[#6](=O))]),$([CH2]-[C](=O)-[NX3])]","[CH2:1;X4;$([CH2]-[N;X3;!$([N]-[#6](=O))]),$([CH2]-[C](=O)-[NX3])]",Glycine’s methylene alpha carbon at an N-terminus; OPLS uses a CB label for Gly although it has no true side chain.,high,group_smarts,"[(16,), (20,), (21,)]"
17,889,0.05,"""Ammonium RCH2-NR3+""",12.011,oplsaa2008.lt,C,6,889,C,primary methylene carbon alpha to a quaternary ammonium nitrogen,quaternary ammonium alpha-carbon (RCH2–NR3+),sp3,CC[N+](C)(C)C,[CH2]-[N+X4],[CH2:1]-[N+X4](-[#6])(-[#6])-[#6],A primary aliphatic CH2 directly bonded to an NR4+ center.,low,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
10,6,0.0,C  - C~   |,12.011,oplsaa2024.lt,C,6,6,C,Generic carbon placeholder (unspecified bonding in source entry),unspecified,unspecified,C,[#6],[#6:1],Ambiguous generic carbon type from source; no clear local environment provided.,80,group_smarts,"[(1,), (2,), (5,), (7,), (8,), (9,), (10,), (11,), (16,), (20,), (21,), (22,), (30,), (31,), (34,), (37,)]"
11,54,-0.18,C  - CT   | n-CH3 all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,54,C,Primary methyl in n-alkanes (attached to a methylene carbon),alkane (n-CH3),sp3,CCC,[CH3]-[CH2],[CH3:1]-[CH2X4],Terminal methyl attached to a methylene (primary chain end). Neighbor carbon is sp3 CH2.,10,group_smarts,"[(37, 34)]"
14,57,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,57,C,"Methylene carbon in alkanes (two C neighbors, two H)",alkane (CH2),sp3,CCCC,[CH2]-[#6X4],[CH2:1](-[#6X4])-[#6X4],Internal or near-terminal methylene in saturated hydrocarbons; two sp3 carbon neighbors.,10,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
18,62,-0.005,"C  - CT   | all-atom C: CH2, ethyl benzene",12.011,oplsaa2024.lt,C,6,62,C,Benzylic methylene in ethylbenzene (CH2 alpha to an aromatic ring),alkyl-aryl (benzylic CH2),sp3,CCc1ccccc1,[CH2]-c,[CH2:1](-[cX3])-[#6X4],Benzylic CH2 attached directly to an aromatic sp2 carbon and to one sp3 carbon.,15,group_smarts,"[(16, 9)]"
19,63,0.055,"C  - CT   | all-atom C: CH, i-propyl benzene",12.011,oplsaa2024.lt,C,6,63,C,Benzylic methine in isopropyl benzene (cumene) attached to two alkyl groups and an aromatic ring,alkyl-aryl (benzylic CH),sp3,CC(C)c1ccccc1,[CH]-c,[CH:1](-[cX3])(-[#6X4])-[#6X4],Benzylic CH attached directly to an aromatic carbon and to two sp3 carbon substituents (isopropyl benzene).,15,group_smarts,"[(2, 5)]"
3,68,0.0,C  - C3   | CH3 (C2) N-ALKANES,12.011,oplsaa2024.lt,C,6,68,C,terminal methyl in n-alkanes attached to a methylene (not to another methyl),alkane (primary methyl at chain end),sp3,CCC,[CH3]-[CH2]-[#6X4],[CH3]-[CH2;X4]-[#6X4],"Primary methyl carbon bonded to a methylene in a linear alkane (n-alkane, chain length ≥3).",10,group_smarts,"[(37, 34, 31)]"
6,71,0.0,C  - C2   | CH2 (SP3) ALKANES,12.011,oplsaa2024.lt,C,6,71,C,methylene in saturated alkanes (sp3 CH2 between carbons),alkane (methylene),sp3,CCC,[CH2;X4]-[#6X4]-[#6X4],[CH2;X4](-[#6X4])-[#6X4],Aliphatic CH2 bonded to two sp3 carbons in an alkane chain.,10,group_smarts,"[(30, 31, 34), (31, 34, 37)]"
7,72,0.0,C  - C9   | CH2 (SP2) 1-ALKENES,12.011,oplsaa2024.lt,C,6,72,C,terminal vinylic CH2 of a 1-alkene,alkene (vinyl CH2),sp2,C=CC,[CH2]=[C;X3],[CH2;X3]=[C;X3]-[#6],Vinylic CH2 at the terminus of a 1-alkene (CH2=CH–R).,12,group_smarts,"[(1, 2)]"
10,75,0.0,C  - CD   | CH (AROM) BENZENOID united atom,12.011,oplsaa2024.lt,C,6,75,C,aromatic benzenoid CH (united-atom aromatic carbon with one H),aromatic (benzenoid),sp2 (aromatic),c1ccccc1,[cH;r6],[cH;r6],Benzenoid aromatic carbon bearing one hydrogen within a six-membered aromatic ring.,10,group_smarts,"[(7,), (8,), (10,), (11,)]"
13,135,-0.18,C  - CT   | CH3 all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,135,C,alkyl methyl carbon (sp3) in saturated hydrocarbon,alkane methyl,sp3,CCC,[#6;X4]-[#6;X4],[CH3;X4]-[#6;X4],Terminal methyl carbon in an alkane chain (no heteroatom neighbors). Nearest neighbor: sp3 carbon.,5,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
14,136,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,136,C,alkyl methylene carbon (sp3) in saturated hydrocarbon,alkane methylene,sp3,CCCC,[#6;X4]-[#6;X4]-[#6;X4],[CH2;X4](-[#6;X4])(-[#6;X4]),"Internal methylene carbon in an alkane (two sp3 carbon neighbors, two hydrogens).",5,group_smarts,"[(30, 31, 34), (31, 34, 37)]"
15,137,-0.06,C  - CT   | CH all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,137,C,"alkyl methine carbon (sp3, one H) in saturated hydrocarbon",alkane methine,sp3,CC(C)C,[#6;X4]-[#6;X4],[CH;X4](-[#6;X4])(-[#6;X4])(-[#6;X4]),"A saturated methine carbon with three sp3 carbon neighbors and one hydrogen (e.g., isobutane tertiary carbon).",5,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
18,141,0.0,C  - CM   | alkene C (R2-C=) all atom,12.011,oplsaa2024.lt,C,6,141,C,vinylic alkene carbon with no hydrogens (R2C=),alkene vinylic carbon (H0),sp2,C=C(C)C,[#6]=[#6],[C;X3;H0]([#6])=[C;X3],A substituted vinylic carbon (double-bonded to carbon) with zero attached hydrogens; typical of tri-/tetrasubstituted alkenes.,10,group_smarts,"[(1, 2)]"
19,142,-0.115,C  - CM   | alkene C (RH-C=) all atom,12.011,oplsaa2024.lt,C,6,142,C,vinylic alkene carbon with one hydrogen (RH–C=),alkene vinylic carbon (H1),sp2,C=CC,[#6]=[#6],[CH;X3]=[C;X3],"A vinylic carbon (double-bonded to carbon) bearing one hydrogen; e.g., internal carbon in propene.",10,group_smarts,"[(1, 2)]"
0,143,-0.23,C  - CM   | alkene C (H2-C=) all atom,12.011,oplsaa2024.lt,C,6,143,C,terminal vinyl carbon with two hydrogens (H2C=),alkene (vinyl CH2),sp2,C=CC,[C]=[C],[CH2]=[C;X3],The terminal alkene carbon bearing two hydrogens in a vinyl group; double-bonded to another sp2 carbon.,10,group_smarts,"[(1, 2)]"
1,145,-0.115,C  - CA   | Benzene C - 12 site OPLS/2020,12.011,oplsaa2024.lt,C,6,145,C,"benzene ring carbon (non-fusion, non-ipso special cases)",aromatic (benzene),sp2,c1ccccc1,[c;r6],"[$([cH](:a):a),$([c;H0](:a)(:a)[!a])]",A benzene ring carbon with exactly two aromatic neighbors; can be protonated (cH) or substituted by a non-aromatic atom/group; excludes fusion junction carbons with three aromatic neighbors.,15,group_smarts,"[(5,), (7,), (8,), (9,), (10,), (11,)]"
4,149,-0.005,"C  - CT   | all-atom C: CH2, ethyl benzene",12.011,oplsaa2024.lt,C,6,149,C,benzylic methylene carbon (CH2 attached to an aromatic carbon),benzylic,sp3,CCc1ccccc1,[CX4H2]-a,[CH2]-[c;r6],Methylene carbon alpha to an aromatic ring as in ethylbenzene.,10,group_smarts,"[(16, 9)]"
10,165,0.0,C  - CA   | Cipso in styrene,12.011,oplsaa2024.lt,C,6,165,C,ipso aromatic carbon in styrene (ring carbon bonded to vinyl group),aromatic (styrenyl ipso),sp2,c1ccccc1C=C,[c;H0](-C=C),[c;r6;H0](-C=C)(:a):a,The benzene ring carbon bonded to an alkenyl (vinyl) substituent as in styrene; has two aromatic neighbors and one alkenyl substituent.,20,group_smarts,"[(5, 2, 1)]"
4,396,0.02,"C  - CT   | C in CH3 "" for AA",12.011,oplsaa2024.lt,C,6,396,C,Aliphatic terminal methyl carbon in amino-acid-like alkyl chains (no direct heteroatom attachment).,alkyl (aliphatic),sp3,CC,[CH3][CX4],[CH3:1][CX4],Generic terminal methyl carbon bound to another sp3 carbon.,10,group_smarts,"[(37, 34)]"
4,774,0.21,"C  - CT   | "" C in CH2",12.011,oplsaa2024.lt,C,6,774,C,aliphatic methylene carbon in saturated chain,alkane (CH2),sp3,CCC,[CH2],[CH2],"Generic saturated CH2 carbon (two hydrogens, two single-bonded neighbors).",10,group_smarts,"[(1,), (16,), (20,), (21,), (22,), (30,), (31,), (34,)]"
